NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE,WKT,STATUS
NT_22192,22192,Numbulwar Aerodrome,AIRPORT,AIR,TRANSPORT,-14.2701,135.7149,NT,2024-03-01,POINT (135.714892 -14.270114),gazetted
NT_22193,22193,Ali Curung Aerodrome,AIRPORT,AIR,TRANSPORT,-20.9996,134.3961,NT,2024-03-01,POINT (134.396092 -20.999614),gazetted
NT_21128,21128,Port Keats Aerodrome,AIRPORT,AIR,TRANSPORT,-14.2479,129.5287,NT,2024-03-01,POINT (129.528691 -14.247914),gazetted
NT_20366,20366,Borroloola Aerodrome,AIRPORT,AIR,TRANSPORT,-16.0754,136.3028,NT,2024-03-01,POINT (136.302792 -16.075414),gazetted
NT_20922,20922,Kulgera Airstrip,AIRPORT,AIR,TRANSPORT,-25.8426,133.2923,NT,2024-03-01,POINT (133.292292 -25.842614),gazetted
NT_17886,17886,Ramingining Airfield,AIRPORT,AIR,TRANSPORT,-12.3574,134.8916,NT,2024-03-01,POINT (134.891591 -12.357414),gazetted
NT_23328,23328,Harts Range Aerodrome,AIRPORT,AIR,TRANSPORT,-22.9892,134.9215,NT,2024-03-01,POINT (134.921492 -22.989214),gazetted
NT_23329,23329,Henbury Aerodrome,AIRPORT,AIR,TRANSPORT,-24.5836,133.235,NT,2024-03-01,POINT (133.234992 -24.583614),gazetted
NT_23330,23330,Hermannsburg Aerodrome,AIRPORT,AIR,TRANSPORT,-23.9271,132.8092,NT,2024-03-01,POINT (132.809192 -23.927114),gazetted
NT_23331,23331,Hooker Creek Aerodrome,AIRPORT,AIR,TRANSPORT,-18.3348,130.6362,NT,2024-03-01,POINT (130.636191 -18.334814),gazetted
NT_23335,23335,Victoria River Research Station Aerodrome,AIRPORT,AIR,TRANSPORT,-16.1156,130.9525,NT,2024-03-01,POINT (130.952491 -16.115614),gazetted
NT_23336,23336,Kildurk Aerodrome,AIRPORT,AIR,TRANSPORT,-16.4305,129.6147,NT,2024-03-01,POINT (129.614691 -16.430514),gazetted
NT_23338,23338,Kintore Aerodrome,AIRPORT,AIR,TRANSPORT,-23.2646,129.3786,NT,2024-03-01,POINT (129.378591 -23.264614),gazetted
NT_23340,23340,Lake Evella Aerodrome,AIRPORT,AIR,TRANSPORT,-12.498,135.806,NT,2024-03-01,POINT (135.805992 -12.498014),gazetted
NT_23341,23341,Minyerri Aerodrome,AIRPORT,AIR,TRANSPORT,-15.2196,134.0733,NT,2024-03-01,POINT (134.073292 -15.219614),gazetted
NT_23342,23342,Mount Allan Aerodrome,AIRPORT,AIR,TRANSPORT,-22.2656,132.1829,NT,2024-03-01,POINT (132.182891 -22.265614),gazetted
NT_23343,23343,Mount Liebig Aerodrome,AIRPORT,AIR,TRANSPORT,-23.2436,131.2589,NT,2024-03-01,POINT (131.258891 -23.243614),gazetted
NT_23344,23344,Napperby Aerodrome,AIRPORT,AIR,TRANSPORT,-22.5312,132.7631,NT,2024-03-01,POINT (132.763092 -22.531214),gazetted
NT_23345,23345,Alcoota Aerodrome,AIRPORT,AIR,TRANSPORT,-22.8018,134.4031,NT,2024-03-01,POINT (134.403092 -22.801814),gazetted
NT_23363,23363,Goulbourn Island Aerodrome,AIRPORT,AIR,TRANSPORT,-11.6511,133.3799,NT,2024-03-01,POINT (133.379891 -11.651114),gazetted
NT_23364,23364,Garden Point Aerodrome,AIRPORT,AIR,TRANSPORT,-11.3994,130.4259,NT,2024-03-01,POINT (130.425891 -11.399414),gazetted
NT_23365,23365,Eva Valley Aerodrome,AIRPORT,AIR,TRANSPORT,-14.2655,132.8296,NT,2024-03-01,POINT (132.829591 -14.265514),gazetted
NT_23508,23508,Bathurst Island Airfield,AIRPORT,AIR,TRANSPORT,-11.7649,130.6159,NT,2024-03-01,POINT (130.615891 -11.764914),gazetted
NT_22926,22926,Yarralin Aerodrome,AIRPORT,AIR,TRANSPORT,-16.4431,130.8789,NT,2024-03-01,POINT (130.878891 -16.443114),gazetted
NT_23449,23449,Daly Waters Aerodrome,AIRPORT,AIR,TRANSPORT,-16.2644,133.383,NT,2024-03-01,POINT (133.382991 -16.264414),gazetted
NT_23581,23581,Oenpelli Aerodrome,AIRPORT,AIR,TRANSPORT,-12.3248,133.0058,NT,2024-03-01,POINT (133.005791 -12.324814),gazetted
NT_23585,23585,Daly River Aerodrome,AIRPORT,AIR,TRANSPORT,-13.7503,130.6946,NT,2024-03-01,POINT (130.694591 -13.750314),gazetted
NT_23588,23588,Elcho Island Aerodrome,AIRPORT,AIR,TRANSPORT,-12.0189,135.5726,NT,2024-03-01,POINT (135.572591 -12.018914),gazetted
NT_23589,23589,Snake Bay Aerodrome,AIRPORT,AIR,TRANSPORT,-11.4177,130.6485,NT,2024-03-01,POINT (130.648491 -11.417714),gazetted
NT_23612,23612,Ti Tree Airstrip,AIRPORT,AIR,TRANSPORT,-22.1273,133.4224,NT,2024-03-01,POINT (133.422392 -22.127314),gazetted
NT_23485,23485,Alpurrurulam Airfield,AIRPORT,AIR,TRANSPORT,-20.9858,137.8334,NT,2024-03-01,POINT (137.833392 -20.985814),gazetted
NT_23156,23156,Ngukurr Aerodrome,AIRPORT,AIR,TRANSPORT,-14.7234,134.7477,NT,2024-03-01,POINT (134.747692 -14.723414),gazetted
NT_23709,23709,Bulman Airfield,AIRPORT,AIR,TRANSPORT,-13.6687,134.291,NT,2024-03-01,POINT (134.290991 -13.668714),gazetted
NT_23326,23326,Willowra Aerodrome,AIRPORT,AIR,TRANSPORT,-21.2524,132.6219,NT,2024-03-01,POINT (132.621892 -21.252414),gazetted
NT_23327,23327,Wauk Aerodrome,AIRPORT,AIR,TRANSPORT,-11.5492,132.9157,NT,2024-03-01,POINT (132.915691 -11.549214),gazetted
NT_10678,10678,Batchelor Airfield,AIRPORT,AIR,TRANSPORT,-13.0528,131.0254,NT,2024-03-01,POINT (131.025391 -13.052814),gazetted
NT_22200,22200,Yuendumu Aerodrome,AIRPORT,AIR,TRANSPORT,-22.2541,131.7829,NT,2024-03-01,POINT (131.782891 -22.254114),gazetted
NT_10220,10220,Alice Springs Airport,AIRPORT,AIR,TRANSPORT,-23.8045,133.9037,NT,2024-03-01,POINT (133.903692 -23.804514),gazetted
NT_12222,12222,Darwin International Airport,AIRPORT,AIR,TRANSPORT,-12.4101,130.8768,NT,2024-03-01,POINT (130.876791 -12.410114),gazetted
NT_13241,13241,Gove Airport,AIRPORT,AIR,TRANSPORT,-12.2745,136.8239,NT,2024-03-01,POINT (136.823892 -12.274514),gazetted
NT_13309,13309,Groote Eylandt Airport,AIRPORT,AIR,TRANSPORT,-13.9724,136.4585,NT,2024-03-01,POINT (136.458492 -13.972414),gazetted
NT_15086,15086,Milingimbi Airfield,AIRPORT,AIR,TRANSPORT,-12.0946,134.8926,NT,2024-03-01,POINT (134.892591 -12.094614),gazetted
NT_14766,14766,Maningrida Aerodrome,AIRPORT,AIR,TRANSPORT,-12.0567,134.2352,NT,2024-03-01,POINT (134.235191 -12.056714),gazetted
NT_23610,23610,Casuarina Ambulance Station,AMBULANCE STATION,EMERGENCY,SOCIETY,-12.3755,130.8769,NT,2024-03-01,POINT (130.876891 -12.375514),gazetted
NT_23678,23678,Alice Springs Ambulance Station,AMBULANCE STATION,EMERGENCY,SOCIETY,-23.7132,133.872,NT,2024-03-01,POINT (133.871992 -23.713214),gazetted
NT_23679,23679,Tennant Creek Ambulance Station,AMBULANCE STATION,EMERGENCY,SOCIETY,-19.6464,134.1876,NT,2024-03-01,POINT (134.187592 -19.646414),gazetted
NT_23681,23681,Katherine Ambulance Station,AMBULANCE STATION,EMERGENCY,SOCIETY,-14.4641,132.2598,NT,2024-03-01,POINT (132.259791 -14.464114),gazetted
NT_23682,23682,Darwin Ambulance Station,AMBULANCE STATION,EMERGENCY,SOCIETY,-12.4286,130.8431,NT,2024-03-01,POINT (130.843091 -12.428614),gazetted
NT_21454,21454,Jones Bank,BANK,LANDFORM,TERRAIN,-12.4617,130.3973,NT,2024-03-01,POINT (130.397291 -12.461714),gazetted
NT_21948,21948,Truant Bank,BANK,LANDFORM,TERRAIN,-11.6459,136.8981,NT,2024-03-01,POINT (136.898092 -11.645914),gazetted
NT_20278,20278,Rruwangkala Rockbar,BANK,LANDFORM,TERRAIN,-15.9301,136.4955,NT,2024-03-01,POINT (136.495492 -15.930114),gazetted
NT_20293,20293,Liwirriyila Sandbank,BANK,LANDFORM,TERRAIN,-15.9216,136.4274,NT,2024-03-01,POINT (136.427392 -15.921614),gazetted
NT_17511,17511,Parsons Bank,BANK,LANDFORM,TERRAIN,-11.95,130.8667,NT,2024-03-01,POINT (130.866691 -11.950014),gazetted
NT_17654,17654,Pittard Spit,BANK,LANDFORM,TERRAIN,-12.7004,130.6365,NT,2024-03-01,POINT (130.636491 -12.700414),gazetted
NT_17415,17415,Outer Bank,BANK,LANDFORM,TERRAIN,-15.6013,136.9531,NT,2024-03-01,POINT (136.953092 -15.601314),gazetted
NT_22659,22659,Paddy Patches,BANK,LANDFORM,TERRAIN,-11.4067,130.6711,NT,2024-03-01,POINT (130.671091 -11.406714),gazetted
NT_18614,18614,Stephens Bank,BANK,LANDFORM,TERRAIN,-12.1167,131.1792,NT,2024-03-01,POINT (131.179191 -12.116714),gazetted
NT_11831,11831,Cody Bank,BANK,LANDFORM,TERRAIN,-13.6981,136.8224,NT,2024-03-01,POINT (136.822392 -13.698114),gazetted
NT_12836,12836,Firefly Bank,BANK,LANDFORM,TERRAIN,-11.7775,136.0157,NT,2024-03-01,POINT (136.015692 -11.777514),gazetted
NT_12923,12923,Foelsche Bank,BANK,LANDFORM,TERRAIN,-12.1558,130.9571,NT,2024-03-01,POINT (130.957091 -12.155814),gazetted
NT_13294,13294,Gregory Bar,BANK,LANDFORM,TERRAIN,-14.8744,130.4567,NT,2024-03-01,POINT (130.456691 -14.874414),gazetted
NT_15017,15017,Mermaid Bank,BANK,LANDFORM,TERRAIN,-14.5091,129.3365,NT,2024-03-01,POINT (129.336491 -14.509114),gazetted
NT_15038,15038,Middle Bank,BANK,LANDFORM,TERRAIN,-12.1889,131.2125,NT,2024-03-01,POINT (131.212491 -12.188914),gazetted
NT_18036,18036,Robertson Barracks,BARRACKS,DEFENCE,SOCIETY,-12.4451,130.9745,NT,2024-03-01,POINT (130.974491 -12.445114),gazetted
NT_22190,22190,Waler Lines,BARRACKS,DEFENCE,SOCIETY,-12.443,130.979,NT,2024-03-01,POINT (130.978991 -12.443014),gazetted
NT_17863,17863,RAAF Darwin,BARRACKS,DEFENCE,SOCIETY,-12.4223,130.8654,NT,2024-03-01,POINT (130.865391 -12.422314),gazetted
NT_18986,18986,RAAF Tindal,BARRACKS,DEFENCE,SOCIETY,-14.5036,132.393,NT,2024-03-01,POINT (132.392991 -14.503614),gazetted
NT_12223,12223,Darwin Naval Base,BARRACKS,DEFENCE,SOCIETY,-12.4609,130.8219,NT,2024-03-01,POINT (130.821891 -12.460914),gazetted
NT_14355,14355,Larrakeyah Barracks,BARRACKS,DEFENCE,SOCIETY,-12.4573,130.8224,NT,2024-03-01,POINT (130.822391 -12.457314),gazetted
NT_11665,11665,Central Government Battery,BATTERY,PROCESSING,MINING,-19.6516,134.2125,NT,2024-03-01,POINT (134.212492 -19.651614),gazetted
NT_12779,12779,Fasal Deens Battery,BATTERY,PROCESSING,MINING,-19.7,134.1667,NT,2024-03-01,POINT (134.166692 -19.700014),gazetted
NT_13244,13244,Government Battery,BATTERY,PROCESSING,MINING,-19.4328,134.0631,NT,2024-03-01,POINT (134.063092 -19.432814),gazetted
NT_15872,15872,Mount Wells Battery,BATTERY,PROCESSING,MINING,-13.5065,131.7153,NT,2024-03-01,POINT (131.715291 -13.506514),gazetted
NT_18323,18323,Shamrock Bay,BAY,WATERBODY,HYDROLOGY,-11.366,131.9544,NT,2024-03-01,POINT (131.954391 -11.366014),gazetted
NT_18330,18330,Shark Bay,BAY,WATERBODY,HYDROLOGY,-11.3563,130.6062,NT,2024-03-01,POINT (130.606191 -11.356314),gazetted
NT_18331,18331,Shark Bay,BAY,WATERBODY,HYDROLOGY,-11.3333,131.9022,NT,2024-03-01,POINT (131.902191 -11.333314),gazetted
NT_18353,18353,Shoal Bay,BAY,WATERBODY,HYDROLOGY,-12.2881,130.9411,NT,2024-03-01,POINT (130.941091 -12.288114),gazetted
NT_18354,18354,Shoal Bay,BAY,WATERBODY,HYDROLOGY,-11.7881,130.6527,NT,2024-03-01,POINT (130.652691 -11.788114),gazetted
NT_18373,18373,Silvid Bay,BAY,WATERBODY,HYDROLOGY,-11.4167,131.9833,NT,2024-03-01,POINT (131.983291 -11.416714),gazetted
NT_17972,17972,Refuge Bay,BAY,WATERBODY,HYDROLOGY,-11.8214,135.8616,NT,2024-03-01,POINT (135.861592 -11.821414),gazetted
NT_18064,18064,Rocky Bay,BAY,WATERBODY,HYDROLOGY,-12.2742,136.9073,NT,2024-03-01,POINT (136.907292 -12.274214),gazetted
NT_18104,18104,Rolling Bay,BAY,WATERBODY,HYDROLOGY,-11.8833,134.1,NT,2024-03-01,POINT (134.099991 -11.883314),gazetted
NT_18193,18193,Saint Davids Bay,BAY,WATERBODY,HYDROLOGY,-12.9775,136.5505,NT,2024-03-01,POINT (136.550492 -12.977514),gazetted
NT_16057,16057,Myaoola Bay,BAY,WATERBODY,HYDROLOGY,-13.087,136.3363,NT,2024-03-01,POINT (136.336292 -13.087014),gazetted
NT_16219,16219,Ngurubudanamirri Bay,BAY,WATERBODY,HYDROLOGY,-12.1,135.4333,NT,2024-03-01,POINT (135.433291 -12.100014),gazetted
NT_15975,15975,Mullet Bay,BAY,WATERBODY,HYDROLOGY,-11.4833,133.3833,NT,2024-03-01,POINT (133.383291 -11.483314),gazetted
NT_21397,21397,Blue Mud Bay,BAY,WATERBODY,HYDROLOGY,-11.203,131.855,NT,2024-03-01,POINT (131.854991 -11.203014),gazetted
NT_22221,22221,Walkpuy Bay,BAY,WATERBODY,HYDROLOGY,-12.2804,136.7045,NT,2024-03-01,POINT (136.704492 -12.280414),gazetted
NT_20027,20027,Yunanti Bay,BAY,WATERBODY,HYDROLOGY,-11.2567,131.3123,NT,2024-03-01,POINT (131.312291 -11.256714),gazetted
NT_20581,20581,Mud Bay,BAY,WATERBODY,HYDROLOGY,-15.6252,136.8424,NT,2024-03-01,POINT (136.842392 -15.625214),gazetted
NT_20442,20442,Yirrijirra Bay,BAY,WATERBODY,HYDROLOGY,-13.8155,136.161,NT,2024-03-01,POINT (136.160992 -13.815514),gazetted
NT_20469,20469,Mamawurumanja Bay,BAY,WATERBODY,HYDROLOGY,-14.2038,136.9407,NT,2024-03-01,POINT (136.940692 -14.203814),gazetted
NT_20470,20470,Alirrma Bay,BAY,WATERBODY,HYDROLOGY,-14.226,136.9477,NT,2024-03-01,POINT (136.947692 -14.226014),gazetted
NT_19806,19806,Wonga Bay,BAY,WATERBODY,HYDROLOGY,-13.0006,136.6063,NT,2024-03-01,POINT (136.606292 -13.000614),gazetted
NT_19876,19876,Wurgurlu Bay,BAY,WATERBODY,HYDROLOGY,-11.4667,132.2333,NT,2024-03-01,POINT (132.233291 -11.466714),gazetted
NT_17728,17728,Popham Bay,BAY,WATERBODY,HYDROLOGY,-11.2667,131.8333,NT,2024-03-01,POINT (131.833291 -11.266714),gazetted
NT_17738,17738,Port Langdon,BAY,WATERBODY,HYDROLOGY,-13.7758,136.7655,NT,2024-03-01,POINT (136.765492 -13.775814),gazetted
NT_17460,17460,Palm Bay,BAY,WATERBODY,HYDROLOGY,-11.1167,132.4833,NT,2024-03-01,POINT (132.483291 -11.116714),gazetted
NT_17491,17491,Paradice Bay,BAY,WATERBODY,HYDROLOGY,-15.5317,136.855,NT,2024-03-01,POINT (136.854992 -15.531714),gazetted
NT_17147,17147,North Bay,BAY,WATERBODY,HYDROLOGY,-13.7328,136.1561,NT,2024-03-01,POINT (136.156092 -13.732814),gazetted
NT_17796,17796,Pulloloo Bay,BAY,WATERBODY,HYDROLOGY,-11.3518,131.4613,NT,2024-03-01,POINT (131.461291 -11.351814),gazetted
NT_17182,17182,North West Bay,BAY,WATERBODY,HYDROLOGY,-13.7547,136.5713,NT,2024-03-01,POINT (136.571292 -13.754714),gazetted
NT_17877,17877,Raffles Bay,BAY,WATERBODY,HYDROLOGY,-11.2472,132.395,NT,2024-03-01,POINT (132.394991 -11.247214),gazetted
NT_17887,17887,Ramungir Bay,BAY,WATERBODY,HYDROLOGY,-12.3806,135.9921,NT,2024-03-01,POINT (135.992092 -12.380614),gazetted
NT_17209,17209,Nulukwa Bay,BAY,WATERBODY,HYDROLOGY,-13.7911,136.2635,NT,2024-03-01,POINT (136.263492 -13.791114),gazetted
NT_17832,17832,Quanipiri Bay,BAY,WATERBODY,HYDROLOGY,-11.2781,131.3854,NT,2024-03-01,POINT (131.385391 -11.278114),gazetted
NT_19167,19167,Two Hills Bay,BAY,WATERBODY,HYDROLOGY,-11.5,132.05,NT,2024-03-01,POINT (132.049991 -11.500014),gazetted
NT_19168,19168,Two Island Bay,BAY,WATERBODY,HYDROLOGY,-11.0689,136.7216,NT,2024-03-01,POINT (136.721592 -11.068914),gazetted
NT_19580,19580,West Bay,BAY,WATERBODY,HYDROLOGY,-11.4,132.1667,NT,2024-03-01,POINT (132.166691 -11.400014),gazetted
NT_18938,18938,Thompson Bay,BAY,WATERBODY,HYDROLOGY,-13.8039,136.7293,NT,2024-03-01,POINT (136.729292 -13.803914),gazetted
NT_18640,18640,Stokes Bay,BAY,WATERBODY,HYDROLOGY,-15.8103,137.0323,NT,2024-03-01,POINT (137.032292 -15.810314),gazetted
NT_19237,19237,Ulundurwi Bay,BAY,WATERBODY,HYDROLOGY,-12.2117,135.9824,NT,2024-03-01,POINT (135.982392 -12.211714),gazetted
NT_18990,18990,Tinganoo Bay,BAY,WATERBODY,HYDROLOGY,-11.3866,131.4777,NT,2024-03-01,POINT (131.477691 -11.386614),gazetted
NT_19324,19324,Victoria Bay,BAY,WATERBODY,HYDROLOGY,-15.7238,136.9755,NT,2024-03-01,POINT (136.975492 -15.723814),gazetted
NT_18738,18738,Survey Bay,BAY,WATERBODY,HYDROLOGY,-15.6934,136.7914,NT,2024-03-01,POINT (136.791392 -15.693414),gazetted
NT_18440,18440,Snake Bay,BAY,WATERBODY,HYDROLOGY,-11.4066,130.6784,NT,2024-03-01,POINT (130.678391 -11.406614),gazetted
NT_18808,18808,Tapa Bay,BAY,WATERBODY,HYDROLOGY,-12.4389,130.5902,NT,2024-03-01,POINT (130.590191 -12.438914),gazetted
NT_19091,19091,Trafalgar Bay,BAY,WATERBODY,HYDROLOGY,-11.112,136.7074,NT,2024-03-01,POINT (136.707392 -11.112014),gazetted
NT_18476,18476,Somerville Bay,BAY,WATERBODY,HYDROLOGY,-11.0333,132.55,NT,2024-03-01,POINT (132.549991 -11.033314),gazetted
NT_18483,18483,South Bay,BAY,WATERBODY,HYDROLOGY,-13.8021,136.1763,NT,2024-03-01,POINT (136.176292 -13.802114),gazetted
NT_19099,19099,Treachery Bay,BAY,WATERBODY,HYDROLOGY,-14.468,129.3932,NT,2024-03-01,POINT (129.393191 -14.468014),gazetted
NT_19105,19105,Trepang Bay,BAY,WATERBODY,HYDROLOGY,-11.2167,131.95,NT,2024-03-01,POINT (131.949991 -11.216714),gazetted
NT_19440,19440,Waminari Bay,BAY,WATERBODY,HYDROLOGY,-11.7667,133.4167,NT,2024-03-01,POINT (133.416691 -11.766714),gazetted
NT_19443,19443,Wanaka Bay,BAY,WATERBODY,HYDROLOGY,-12.1929,136.6973,NT,2024-03-01,POINT (136.697292 -12.192914),gazetted
NT_19455,19455,Wangarlu Bay,BAY,WATERBODY,HYDROLOGY,-11.45,132.35,NT,2024-03-01,POINT (132.349991 -11.450014),gazetted
NT_19456,19456,Wangewanja Cove,BAY,WATERBODY,HYDROLOGY,-11.3793,132.1499,NT,2024-03-01,POINT (132.149891 -11.379314),gazetted
NT_19461,19461,Wangularni Bay,BAY,WATERBODY,HYDROLOGY,-11.7885,133.4623,NT,2024-03-01,POINT (133.462291 -11.788514),gazetted
NT_18501,18501,South West Bay,BAY,WATERBODY,HYDROLOGY,-11.6469,133.3547,NT,2024-03-01,POINT (133.354691 -11.646914),gazetted
NT_18858,18858,Temple Bay,BAY,WATERBODY,HYDROLOGY,-11.205,136.6346,NT,2024-03-01,POINT (136.634592 -11.205014),gazetted
NT_19113,19113,Trial Bay,BAY,WATERBODY,HYDROLOGY,-13.0225,136.548,NT,2024-03-01,POINT (136.547992 -13.022514),gazetted
NT_19122,19122,Tucker Bay,BAY,WATERBODY,HYDROLOGY,-15.7346,136.8212,NT,2024-03-01,POINT (136.821192 -15.734614),gazetted
NT_19474,19474,Wardarlea Bay,BAY,WATERBODY,HYDROLOGY,-13.1707,136.4975,NT,2024-03-01,POINT (136.497492 -13.170714),gazetted
NT_19141,19141,Turnbull Bay,BAY,WATERBODY,HYDROLOGY,-12.6089,130.574,NT,2024-03-01,POINT (130.573991 -12.608914),gazetted
NT_18580,18580,St Asaph Bay,BAY,WATERBODY,HYDROLOGY,-11.3101,130.3998,NT,2024-03-01,POINT (130.399791 -11.310114),gazetted
NT_10200,10200,Alcaro Bay,BAY,WATERBODY,HYDROLOGY,-11.2833,131.7833,NT,2024-03-01,POINT (131.783291 -11.283314),gazetted
NT_16100,16100,Napier Bay,BAY,WATERBODY,HYDROLOGY,-11.5227,131.4828,NT,2024-03-01,POINT (131.482791 -11.522714),gazetted
NT_14200,14200,Knocker Bay,BAY,WATERBODY,HYDROLOGY,-11.3333,132.1167,NT,2024-03-01,POINT (132.116691 -11.333314),gazetted
NT_15100,15100,Milner Bay,BAY,WATERBODY,HYDROLOGY,-13.8558,136.4146,NT,2024-03-01,POINT (136.414592 -13.855814),gazetted
NT_18100,18100,Rogers Bay,BAY,WATERBODY,HYDROLOGY,-12.443,131.5344,NT,2024-03-01,POINT (131.534391 -12.443014),gazetted
NT_10986,10986,Blue Mud Bay,BAY,WATERBODY,HYDROLOGY,-13.4306,136.0439,NT,2024-03-01,POINT (136.043892 -13.430614),gazetted
NT_10665,10665,Bartalumba Bay,BAY,WATERBODY,HYDROLOGY,-13.8092,136.4882,NT,2024-03-01,POINT (136.488192 -13.809214),gazetted
NT_10670,10670,Base Bay,BAY,WATERBODY,HYDROLOGY,-15.6226,136.9927,NT,2024-03-01,POINT (136.992692 -15.622614),gazetted
NT_10374,10374,Anson Bay,BAY,WATERBODY,HYDROLOGY,-13.3162,130.1104,NT,2024-03-01,POINT (130.110391 -13.316214),gazetted
NT_10382,10382,Anuru Bay,BAY,WATERBODY,HYDROLOGY,-11.7395,133.3582,NT,2024-03-01,POINT (133.358191 -11.739514),gazetted
NT_10407,10407,Arawura Bay,BAY,WATERBODY,HYDROLOGY,-13.7506,136.2732,NT,2024-03-01,POINT (136.273192 -13.750614),gazetted
NT_11139,11139,Bowen Bay,BAY,WATERBODY,HYDROLOGY,-11.8255,130.0976,NT,2024-03-01,POINT (130.097591 -11.825514),gazetted
NT_10442,10442,Arnhem Bay,BAY,WATERBODY,HYDROLOGY,-12.3283,136.1805,NT,2024-03-01,POINT (136.180492 -12.328314),gazetted
NT_10784,10784,Bennet Bay,BAY,WATERBODY,HYDROLOGY,-13.7114,135.9342,NT,2024-03-01,POINT (135.934192 -13.711414),gazetted
NT_10792,10792,Berkeley Bay,BAY,WATERBODY,HYDROLOGY,-11.2167,132.1833,NT,2024-03-01,POINT (132.183291 -11.216714),gazetted
NT_11079,11079,Boradi Bay,BAY,WATERBODY,HYDROLOGY,-11.3052,131.439,NT,2024-03-01,POINT (131.438991 -11.305214),gazetted
NT_10726,10726,Beatrice Bay,BAY,WATERBODY,HYDROLOGY,-12.1604,131.2471,NT,2024-03-01,POINT (131.247091 -12.160414),gazetted
NT_11114,11114,Boucaut Bay,BAY,WATERBODY,HYDROLOGY,-12.032,134.498,NT,2024-03-01,POINT (134.497991 -12.032014),gazetted
NT_10459,10459,Arrla Bay,BAY,WATERBODY,HYDROLOGY,-11.8197,133.6231,NT,2024-03-01,POINT (133.623091 -11.819714),gazetted
NT_10145,10145,Adam Bay,BAY,WATERBODY,HYDROLOGY,-12.1593,131.2101,NT,2024-03-01,POINT (131.210091 -12.159314),gazetted
NT_10511,10511,Aurari Bay,BAY,WATERBODY,HYDROLOGY,-11.7085,133.2249,NT,2024-03-01,POINT (133.224891 -11.708514),gazetted
NT_10527,10527,Ayarina Bay,BAY,WATERBODY,HYDROLOGY,-13.7778,136.6177,NT,2024-03-01,POINT (136.617692 -13.777814),gazetted
NT_10182,10182,Aiton Bay,BAY,WATERBODY,HYDROLOGY,-11.45,132.0333,NT,2024-03-01,POINT (132.033291 -11.450014),gazetted
NT_10614,10614,Barbara Cove,BAY,WATERBODY,HYDROLOGY,-15.6597,136.9785,NT,2024-03-01,POINT (136.978492 -15.659714),gazetted
NT_10624,10624,Baringura Inlet,BAY,WATERBODY,HYDROLOGY,-12.303,136.93,NT,2024-03-01,POINT (136.929992 -12.303014),gazetted
NT_10656,10656,Barrow Bay,BAY,WATERBODY,HYDROLOGY,-11.3341,132.1881,NT,2024-03-01,POINT (132.188091 -11.334114),gazetted
NT_11684,11684,Chambers Bay,BAY,WATERBODY,HYDROLOGY,-12.2335,131.5816,NT,2024-03-01,POINT (131.581591 -12.233514),gazetted
NT_12197,12197,Dalywoi Bay,BAY,WATERBODY,HYDROLOGY,-12.3447,136.9457,NT,2024-03-01,POINT (136.945692 -12.344714),gazetted
NT_11266,11266,Buchanan Bay,BAY,WATERBODY,HYDROLOGY,-15.6718,136.712,NT,2024-03-01,POINT (136.711992 -15.671814),gazetted
NT_11281,11281,Buckingham Bay,BAY,WATERBODY,HYDROLOGY,-12.0945,135.8532,NT,2024-03-01,POINT (135.853192 -12.094514),gazetted
NT_11744,11744,Christies Bay,BAY,WATERBODY,HYDROLOGY,-11.3,131.7667,NT,2024-03-01,POINT (131.766691 -11.300014),gazetted
NT_11773,11773,Clarke Bay,BAY,WATERBODY,HYDROLOGY,-15.742,136.8131,NT,2024-03-01,POINT (136.813092 -15.742014),gazetted
NT_11945,11945,Coral Bay,BAY,WATERBODY,HYDROLOGY,-11.1833,132.05,NT,2024-03-01,POINT (132.049991 -11.183314),gazetted
NT_11812,11812,Cobham Bay,BAY,WATERBODY,HYDROLOGY,-11.6074,131.3901,NT,2024-03-01,POINT (131.390091 -11.607414),gazetted
NT_12280,12280,Deception Bay,BAY,WATERBODY,HYDROLOGY,-13.8286,136.4441,NT,2024-03-01,POINT (136.444092 -13.828614),gazetted
NT_11421,11421,Burston Bay,BAY,WATERBODY,HYDROLOGY,-11.2283,136.6796,NT,2024-03-01,POINT (136.679592 -11.228314),gazetted
NT_11460,11460,Cabbage Tree Cove,BAY,WATERBODY,HYDROLOGY,-15.6102,136.8775,NT,2024-03-01,POINT (136.877492 -15.610214),gazetted
NT_11478,11478,Caledon Bay,BAY,WATERBODY,HYDROLOGY,-12.8417,136.556,NT,2024-03-01,POINT (136.555992 -12.841714),gazetted
NT_11610,11610,Castlereagh Bay,BAY,WATERBODY,HYDROLOGY,-12.1411,135.0907,NT,2024-03-01,POINT (135.090691 -12.141114),gazetted
NT_11612,11612,Casuarina Bay,BAY,WATERBODY,HYDROLOGY,-15.6167,136.5056,NT,2024-03-01,POINT (136.505592 -15.616714),gazetted
NT_12092,12092,Cullen Bay,BAY,WATERBODY,HYDROLOGY,-12.4522,130.8238,NT,2024-03-01,POINT (130.823791 -12.452214),gazetted
NT_12107,12107,Curlew Bay,BAY,WATERBODY,HYDROLOGY,-11.2667,132.1,NT,2024-03-01,POINT (132.099991 -11.266714),gazetted
