NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE,geometry,status
ACT_ACT000047,ACT000047,Bimberi Peak,MOUNTAIN,LANDFORM,TERRAIN,-35.66511,148.78455,ACT,2025-12-09,POINT (148.78455 -35.66511),gazetted
ACT_ACT000053,ACT000053,Black Mountain,MOUNTAIN,LANDFORM,TERRAIN,-35.27361,149.09754,ACT,2025-12-09,POINT (149.09754 -35.27361),gazetted
ACT_ACT000057,ACT000057,Black Spring Mountain,MOUNTAIN,LANDFORM,TERRAIN,-35.3859,148.90502,ACT,2025-12-09,POINT (148.90502 -35.3859),gazetted
ACT_ACT000386,ACT000386,Little Bimberi,MOUNTAIN,LANDFORM,TERRAIN,-35.67608,148.80643,ACT,2025-12-09,POINT (148.80643 -35.67608),gazetted
ACT_ACT000392,ACT000392,Little Ginini Mountain,MOUNTAIN,LANDFORM,TERRAIN,-35.55592,148.7776,ACT,2025-12-09,POINT (148.7776 -35.55592),gazetted
ACT_ACT000416,ACT000416,McKeahnie,MOUNTAIN,LANDFORM,TERRAIN,-35.56511,148.86788,ACT,2025-12-09,POINT (148.86788 -35.56511),gazetted
ACT_ACT000436,ACT000436,Mount Aggie,MOUNTAIN,LANDFORM,TERRAIN,-35.46554,148.76735,ACT,2025-12-09,POINT (148.76735 -35.46554),gazetted
ACT_ACT000437,ACT000437,Mount Ainslie,MOUNTAIN,LANDFORM,TERRAIN,-35.26939,149.15897,ACT,2025-12-09,POINT (149.15897 -35.26939),gazetted
ACT_ACT000438,ACT000438,Mount Arawang ,MOUNTAIN,LANDFORM,TERRAIN,-35.36814,149.04597,ACT,2025-12-09,POINT (149.04597 -35.36814),gazetted
ACT_ACT000439,ACT000439,Mount Atkinson,MOUNTAIN,LANDFORM,TERRAIN,-35.33177,149.31787,ACT,2025-12-09,POINT (149.31787 -35.33177),gazetted
ACT_ACT000440,ACT000440,Mount Bimberi,MOUNTAIN,LANDFORM,TERRAIN,-35.65926,148.79056,ACT,2025-12-09,POINT (148.79056 -35.65926),gazetted
ACT_ACT000441,ACT000441,Mount Blundell,MOUNTAIN,LANDFORM,TERRAIN,-35.33918,148.83218,ACT,2025-12-09,POINT (148.83218 -35.33918),gazetted
ACT_ACT000442,ACT000442,Mount Boboyan,MOUNTAIN,LANDFORM,TERRAIN,-35.79901,148.98846,ACT,2025-12-09,POINT (148.98846 -35.79901),gazetted
ACT_ACT000443,ACT000443,Mount Burbidge,MOUNTAIN,LANDFORM,TERRAIN,-35.71226,148.89647,ACT,2025-12-09,POINT (148.89647 -35.71226),gazetted
ACT_ACT000445,ACT000445,Mount Clear,MOUNTAIN,LANDFORM,TERRAIN,-35.8761,149.06412,ACT,2025-12-09,POINT (149.06412 -35.8761),gazetted
ACT_ACT000446,ACT000446,Mount Cohen,MOUNTAIN,LANDFORM,TERRAIN,-35.29844,149.3512,ACT,2025-12-09,POINT (149.3512 -35.29844),gazetted
ACT_ACT000447,ACT000447,Mount Coree,MOUNTAIN,LANDFORM,TERRAIN,-35.30737,148.81044,ACT,2025-12-09,POINT (148.81044 -35.30737),gazetted
ACT_ACT000448,ACT000448,Mount Domain,MOUNTAIN,LANDFORM,TERRAIN,-35.47415,148.86923,ACT,2025-12-09,POINT (148.86923 -35.47415),gazetted
ACT_ACT000449,ACT000449,Mount Eliza,MOUNTAIN,LANDFORM,TERRAIN,-35.44913,148.94387,ACT,2025-12-09,POINT (148.94387 -35.44913),gazetted
ACT_ACT000450,ACT000450,Mount Franklin,MOUNTAIN,LANDFORM,TERRAIN,-35.48568,148.775,ACT,2025-12-09,POINT (148.775 -35.48568),gazetted
ACT_ACT000452,ACT000452,Mount Gingera,MOUNTAIN,LANDFORM,TERRAIN,-35.57643,148.77983,ACT,2025-12-09,POINT (148.77983 -35.57643),gazetted
ACT_ACT000453,ACT000453,Mount Ginini,MOUNTAIN,LANDFORM,TERRAIN,-35.52986,148.77245,ACT,2025-12-09,POINT (148.77245 -35.52986),gazetted
ACT_ACT000454,ACT000454,Mount Gudgenby,MOUNTAIN,LANDFORM,TERRAIN,-35.77141,148.91429,ACT,2025-12-09,POINT (148.91429 -35.77141),gazetted
ACT_ACT000455,ACT000455,Mount Kelly,MOUNTAIN,LANDFORM,TERRAIN,-35.71489,148.87772,ACT,2025-12-09,POINT (148.87772 -35.71489),gazetted
ACT_ACT000457,ACT000457,Mount Majura,MOUNTAIN,LANDFORM,TERRAIN,-35.23729,149.1822,ACT,2025-12-09,POINT (149.1822 -35.23729),gazetted
ACT_ACT000458,ACT000458,Mount McDonald,MOUNTAIN,LANDFORM,TERRAIN,-35.30712,148.9423,ACT,2025-12-09,POINT (148.9423 -35.30712),gazetted
ACT_ACT000459,ACT000459,Mount Mckeahnie,MOUNTAIN,LANDFORM,TERRAIN,-35.55524,148.87304,ACT,2025-12-09,POINT (148.87304 -35.55524),gazetted
ACT_ACT000460,ACT000460,Mount Mugga Mugga,MOUNTAIN,LANDFORM,TERRAIN,-35.34844,149.13454,ACT,2025-12-09,POINT (149.13454 -35.34844),gazetted
ACT_ACT000461,ACT000461,Mount Murray,MOUNTAIN,LANDFORM,TERRAIN,-35.68955,148.79201,ACT,2025-12-09,POINT (148.79201 -35.68955),gazetted
ACT_ACT000462,ACT000462,Mount Namadgi,MOUNTAIN,LANDFORM,TERRAIN,-35.69844,148.88455,ACT,2025-12-09,POINT (148.88455 -35.69844),gazetted
ACT_ACT000463,ACT000463,Mount Painter,MOUNTAIN,LANDFORM,TERRAIN,-35.26936,149.06393,ACT,2025-12-09,POINT (149.06393 -35.26936),gazetted
ACT_ACT000465,ACT000465,Mount Pleasant,MOUNTAIN,LANDFORM,TERRAIN,-35.29868,149.15806,ACT,2025-12-09,POINT (149.15806 -35.29868),gazetted
ACT_ACT000467,ACT000467,Mount Reedy,MOUNTAIN,LANDFORM,TERRAIN,-35.30693,149.25954,ACT,2025-12-09,POINT (149.25954 -35.30693),gazetted
ACT_ACT000468,ACT000468,Mount Rob Roy,MOUNTAIN,LANDFORM,TERRAIN,-35.49516,149.12867,ACT,2025-12-09,POINT (149.12867 -35.49516),gazetted
ACT_ACT000469,ACT000469,Mount Rogers,MOUNTAIN,LANDFORM,TERRAIN,-35.19844,149.05121,ACT,2025-12-09,POINT (149.05121 -35.19844),gazetted
ACT_ACT000471,ACT000471,Mount Scabby,MOUNTAIN,LANDFORM,TERRAIN,-35.76133,148.85749,ACT,2025-12-09,POINT (148.85749 -35.76133),gazetted
ACT_ACT000472,ACT000472,Mount Stromlo,MOUNTAIN,LANDFORM,TERRAIN,-35.31616,149.01047,ACT,2025-12-09,POINT (149.01047 -35.31616),gazetted
ACT_ACT000473,ACT000473,Mount Taylor,MOUNTAIN,LANDFORM,TERRAIN,-35.36511,149.06787,ACT,2025-12-09,POINT (149.06787 -35.36511),gazetted
ACT_ACT000474,ACT000474,Mount Tennent,MOUNTAIN,LANDFORM,TERRAIN,-35.55016,149.04461,ACT,2025-12-09,POINT (149.04461 -35.55016),gazetted
ACT_ACT000475,ACT000475,Mount Wanniassa,MOUNTAIN,LANDFORM,TERRAIN,-35.39114,149.11641,ACT,2025-12-09,POINT (149.11641 -35.39114),gazetted
ACT_ACT000476,ACT000476,Mount Yarara,MOUNTAIN,LANDFORM,TERRAIN,-35.69844,149.10121,ACT,2025-12-09,POINT (149.10121 -35.69844),gazetted
ACT_ACT000610,ACT000610,Sentry Box Mountain,MOUNTAIN,LANDFORM,TERRAIN,-35.83178,148.90122,ACT,2025-12-09,POINT (148.90122 -35.83178),gazetted
ACT_ACT000613,ACT000613,Shanahans Mountain,MOUNTAIN,LANDFORM,TERRAIN,-35.82847,149.02829,ACT,2025-12-09,POINT (149.02829 -35.82847),gazetted
ACT_ACT000670,ACT000670,The Pimple,MOUNTAIN,LANDFORM,TERRAIN,-35.43503,148.86703,ACT,2025-12-09,POINT (148.86703 -35.43503),gazetted
ACT_ACT000672,ACT000672,The Pyramid,MOUNTAIN,LANDFORM,TERRAIN,-35.47729,148.92831,ACT,2025-12-09,POINT (148.92831 -35.47729),gazetted
ACT_ACT000679,ACT000679,Tidbinbilla Mountain,MOUNTAIN,LANDFORM,TERRAIN,-35.44553,148.86767,ACT,2025-12-09,POINT (148.86767 -35.44553),gazetted
ACT_ACT000747,ACT000747,Yankee Hat,MOUNTAIN,LANDFORM,TERRAIN,-35.74659,148.94227,ACT,2025-12-09,POINT (148.94227 -35.74659),gazetted
ACT_ACT000762,ACT000762,Australian War Memorial ,MUSEUM,COMMUNITY FACILITY,CULTURE,-35.28048905,149.148693,ACT,2025-12-09,POINT (149.148693 -35.280489),gazetted
ACT_ACT000798,ACT000798,National Archives of Australia,MUSEUM,COMMUNITY FACILITY,CULTURE,-35.30480042,149.1309269,ACT,2025-12-09,POINT (149.130927 -35.3048),gazetted
ACT_ACT000799,ACT000799,"National Film and Sound Archive
and Sound Archive ",MUSEUM,COMMUNITY FACILITY,CULTURE,-35.2829788,149.1211435,ACT,2025-12-09,POINT (149.121144 -35.282979),gazetted
ACT_ACT000802,ACT000802,National Museum of Australia,MUSEUM,COMMUNITY FACILITY,CULTURE,-35.21361791,149.1436201,ACT,2025-12-09,POINT (149.14362 -35.213618),gazetted
ACT_ACT000808,ACT000808,Old Parliament House,MUSEUM,COMMUNITY FACILITY,CULTURE,-35.30216618,149.1298054,ACT,2025-12-09,POINT (149.129805 -35.302166),gazetted
ACT_ACT000495,ACT000495,Namadgi National Park,NATIONAL PARK,PROTECTED AREA,ADMINISTRATION,-35.52688,148.94621,ACT,2025-12-09,POINT (148.94621 -35.52688),gazetted
ACT_ACT000765,ACT000765,Blaxland Park,PARK,COMMUNITY FACILITY,CULTURE,-35.32685096,149.1425312,ACT,2025-12-09,POINT (149.142531 -35.326851),gazetted
ACT_ACT000767,ACT000767,Caroline Chisholm Park,PARK,COMMUNITY FACILITY,CULTURE,-35.4272078,149.1289831,ACT,2025-12-09,POINT (149.128983 -35.427208),gazetted
ACT_ACT000768,ACT000768,Constitution Place,PARK,COMMUNITY FACILITY,CULTURE,-35.30385855,149.1321926,ACT,2025-12-09,POINT (149.132193 -35.303859),gazetted
ACT_ACT000769,ACT000769,Crace Recreation Park,PARK,COMMUNITY FACILITY,CULTURE,-35.20060912,149.1017254,ACT,2025-12-09,POINT (149.101725 -35.200609),gazetted
ACT_ACT000773,ACT000773,Dawson Park,PARK,COMMUNITY FACILITY,CULTURE,-35.15499618,149.1118191,ACT,2025-12-09,POINT (149.111819 -35.154996),gazetted
ACT_ACT000774,ACT000774,Duncan Dunbar Reserve,PARK,COMMUNITY FACILITY,CULTURE,-35.19696756,149.1071902,ACT,2025-12-09,POINT (149.10719 -35.196968),gazetted
ACT_ACT000775,ACT000775,Ellen Clark Park,PARK,COMMUNITY FACILITY,CULTURE,-35.2441772,149.0478762,ACT,2025-12-09,POINT (149.047876 -35.244177),gazetted
ACT_ACT000782,ACT000782,Hassett Park,PARK,COMMUNITY FACILITY,CULTURE,-35.28955061,149.1444651,ACT,2025-12-09,POINT (149.144465 -35.289551),gazetted
ACT_ACT000783,ACT000783,Henry Rolland Park,PARK,COMMUNITY FACILITY,CULTURE,-35.29033833,149.1265969,ACT,2025-12-09,POINT (149.126597 -35.290338),gazetted
ACT_ACT000784,ACT000784,Hilltop Reserve,PARK,COMMUNITY FACILITY,CULTURE,-35.20175645,149.1105795,ACT,2025-12-09,POINT (149.11058 -35.201756),gazetted
ACT_ACT000785,ACT000785,Hillview Park,PARK,COMMUNITY FACILITY,CULTURE,-35.24212485,149.0418651,ACT,2025-12-09,POINT (149.041865 -35.242125),gazetted
ACT_ACT000786,ACT000786,Holt Community Park,PARK,COMMUNITY FACILITY,CULTURE,-35.22196641,149.0129521,ACT,2025-12-09,POINT (149.012952 -35.221966),gazetted
ACT_ACT000787,ACT000787,Jack Ross Park,PARK,COMMUNITY FACILITY,CULTURE,-35.31025541,149.1451311,ACT,2025-12-09,POINT (149.145131 -35.310255),gazetted
ACT_ACT000788,ACT000788,Joey Park,PARK,COMMUNITY FACILITY,CULTURE,-35.18816981,149.1613177,ACT,2025-12-09,POINT (149.161318 -35.18817),gazetted
ACT_ACT000791,ACT000791,Lady Nelson Park,PARK,COMMUNITY FACILITY,CULTURE,-35.34226272,149.1302654,ACT,2025-12-09,POINT (149.130265 -35.342263),gazetted
ACT_ACT000804,ACT000804,National Rock Garden,PARK,COMMUNITY FACILITY,CULTURE,-35.29155781,149.0804658,ACT,2025-12-09,POINT (149.080466 -35.291558),gazetted
ACT_ACT000805,ACT000805,Nina Farrer Park,PARK,COMMUNITY FACILITY,CULTURE,-35.42046632,149.0727563,ACT,2025-12-09,POINT (149.072756 -35.420466),gazetted
ACT_ACT000806,ACT000806,O'connor Ridge,PARK,COMMUNITY FACILITY,CULTURE,-35.24716323,149.1146913,ACT,2025-12-09,POINT (149.114691 -35.247163),gazetted
ACT_ACT000812,ACT000812,Pine Island Park,PARK,COMMUNITY FACILITY,CULTURE,-35.43146534,149.0713836,ACT,2025-12-09,POINT (149.071384 -35.431465),gazetted
ACT_ACT000814,ACT000814,Rosemary Dobson Park,PARK,COMMUNITY FACILITY,CULTURE,-35.31903046,149.1007255,ACT,2025-12-09,POINT (149.100726 -35.31903),gazetted
ACT_ACT000816,ACT000816,Royal Canberra Golf Course,PARK,COMMUNITY FACILITY,CULTURE,-35.30301057,149.0884918,ACT,2025-12-09,POINT (149.088492 -35.303011),gazetted
ACT_ACT000817,ACT000817,Southwell Park,PARK,COMMUNITY FACILITY,CULTURE,-35.24560675,149.1310897,ACT,2025-12-09,POINT (149.13109 -35.245607),gazetted
ACT_ACT000818,ACT000818,Speakers Square,PARK,COMMUNITY FACILITY,CULTURE,-35.2972675,149.1342427,ACT,2025-12-09,POINT (149.134243 -35.297268),gazetted
ACT_ACT000823,ACT000823,Valour Park,PARK,COMMUNITY FACILITY,CULTURE,-35.22364345,149.1713097,ACT,2025-12-09,POINT (149.17131 -35.223643),gazetted
ACT_ACT000824,ACT000824,Yunggaballi Park,PARK,COMMUNITY FACILITY,CULTURE,-35.1606433,149.1190891,ACT,2025-12-09,POINT (149.119089 -35.160643),gazetted
ACT_ACT000008,ACT000008,Anzac Park,PARK,COMMUNITY FACILITY,CULTURE,-35.28633,149.14449,ACT,2025-12-09,POINT (149.14449 -35.28633),gazetted
ACT_ACT000009,ACT000009,Arabanoo Park,PARK,COMMUNITY FACILITY,CULTURE,-35.34384,149.08939,ACT,2025-12-09,POINT (149.08939 -35.34384),gazetted
ACT_ACT000027,ACT000027,Beau And Jessi Park,PARK,COMMUNITY FACILITY,CULTURE,-35.47093,149.0969,ACT,2025-12-09,POINT (149.0969 -35.47093),gazetted
ACT_ACT000036,ACT000036,Betsy Gallagher Park,PARK,COMMUNITY FACILITY,CULTURE,-35.34488,149.08326,ACT,2025-12-09,POINT (149.08326 -35.34488),gazetted
ACT_ACT000040,ACT000040,Bill Kennedy Memorial Park,PARK,COMMUNITY FACILITY,CULTURE,-35.33714,149.04477,ACT,2025-12-09,POINT (149.04477 -35.33714),gazetted
ACT_ACT000041,ACT000041,Bill Pye Park,PARK,COMMUNITY FACILITY,CULTURE,-35.25756,149.14915,ACT,2025-12-09,POINT (149.14915 -35.25756),gazetted
ACT_ACT000084,ACT000084,Bowen Park,PARK,COMMUNITY FACILITY,CULTURE,-35.3093,149.14103,ACT,2025-12-09,POINT (149.14103 -35.3093),gazetted
ACT_ACT000113,ACT000113,Calvert Park,PARK,COMMUNITY FACILITY,CULTURE,-35.25389,149.15633,ACT,2025-12-09,POINT (149.15633 -35.25389),gazetted
ACT_ACT000121,ACT000121,Canberra Nara Peace Park,PARK,COMMUNITY FACILITY,CULTURE,-35.29836,149.12192,ACT,2025-12-09,POINT (149.12192 -35.29836),gazetted
ACT_ACT000126,ACT000126,Captain Cook Park,PARK,COMMUNITY FACILITY,CULTURE,-35.32334,149.13413,ACT,2025-12-09,POINT (149.13413 -35.32334),gazetted
ACT_ACT000144,ACT000144,Clarrie Hermes Park,PARK,COMMUNITY FACILITY,CULTURE,-35.33272,149.08777,ACT,2025-12-09,POINT (149.08777 -35.33272),gazetted
ACT_ACT000150,ACT000150,Collins Park,PARK,COMMUNITY FACILITY,CULTURE,-35.32046,149.12524,ACT,2025-12-09,POINT (149.12524 -35.32046),gazetted
ACT_ACT000151,ACT000151,Commonwealth Park,PARK,COMMUNITY FACILITY,CULTURE,-35.28995,149.13722,ACT,2025-12-09,POINT (149.13722 -35.28995),gazetted
ACT_ACT000165,ACT000165,Corroboree Park,PARK,COMMUNITY FACILITY,CULTURE,-35.26897,149.14202,ACT,2025-12-09,POINT (149.14202 -35.26897),gazetted
ACT_ACT000180,ACT000180,Crinigan Park,PARK,COMMUNITY FACILITY,CULTURE,-35.17101,149.11879,ACT,2025-12-09,POINT (149.11879 -35.17101),gazetted
ACT_ACT000205,ACT000205,Eddison Park,PARK,COMMUNITY FACILITY,CULTURE,-35.34047,149.09172,ACT,2025-12-09,POINT (149.09172 -35.34047),gazetted
ACT_ACT000243,ACT000243,George Cross Park,PARK,COMMUNITY FACILITY,CULTURE,-35.28576,149.15069,ACT,2025-12-09,POINT (149.15069 -35.28576),gazetted
ACT_ACT000244,ACT000244,George Kemp Park,PARK,COMMUNITY FACILITY,CULTURE,-35.20261,149.10543,ACT,2025-12-09,POINT (149.10543 -35.20261),gazetted
ACT_ACT000245,ACT000245,George Simpson Park,PARK,COMMUNITY FACILITY,CULTURE,-35.20788,149.0432,ACT,2025-12-09,POINT (149.0432 -35.20788),gazetted
ACT_ACT000254,ACT000254,Gillespie Park,PARK,COMMUNITY FACILITY,CULTURE,-35.34176,149.22745,ACT,2025-12-09,POINT (149.22745 -35.34176),gazetted
ACT_ACT000262,ACT000262,Ginninderra Park,PARK,COMMUNITY FACILITY,CULTURE,-35.18178,149.11787,ACT,2025-12-09,POINT (149.11787 -35.18178),gazetted
ACT_ACT000264,ACT000264,Girrawah Park,PARK,COMMUNITY FACILITY,CULTURE,-35.18141,149.11071,ACT,2025-12-09,POINT (149.11071 -35.18141),gazetted
ACT_ACT000266,ACT000266,Glebe Park,PARK,COMMUNITY FACILITY,CULTURE,-35.28227,149.13629,ACT,2025-12-09,POINT (149.13629 -35.28227),gazetted
ACT_ACT000272,ACT000272,Gold Creek Park,PARK,COMMUNITY FACILITY,CULTURE,-35.17186,149.10203,ACT,2025-12-09,POINT (149.10203 -35.17186),gazetted
ACT_ACT000279,ACT000279,Gordonvale Park,PARK,COMMUNITY FACILITY,CULTURE,-35.4655,149.08962,ACT,2025-12-09,POINT (149.08962 -35.4655),gazetted
ACT_ACT000288,ACT000288,Grevillea Park,PARK,COMMUNITY FACILITY,CULTURE,-35.30114,149.14826,ACT,2025-12-09,POINT (149.14826 -35.30114),gazetted
ACT_ACT000290,ACT000290,Gubur Dhaura,PARK,COMMUNITY FACILITY,CULTURE,-35.19086,149.14653,ACT,2025-12-09,POINT (149.14653 -35.19086),gazetted
ACT_ACT000304,ACT000304,Haig Park,PARK,COMMUNITY FACILITY,CULTURE,-35.27004,149.1329,ACT,2025-12-09,POINT (149.1329 -35.27004),gazetted
ACT_ACT000308,ACT000308,Hall Village Reserve,PARK,COMMUNITY FACILITY,CULTURE,-35.1688,149.06842,ACT,2025-12-09,POINT (149.06842 -35.1688),gazetted
ACT_ACT000311,ACT000311,Hannah Community Park,PARK,COMMUNITY FACILITY,CULTURE,-35.40839,149.1166,ACT,2025-12-09,POINT (149.1166 -35.40839),gazetted
ACT_ACT000322,ACT000322,Homestead Park,PARK,COMMUNITY FACILITY,CULTURE,-35.17308,149.10698,ACT,2025-12-09,POINT (149.10698 -35.17308),gazetted
ACT_ACT000341,ACT000341,Jandura Park,PARK,COMMUNITY FACILITY,CULTURE,-35.25819,149.12755,ACT,2025-12-09,POINT (149.12755 -35.25819),gazetted
ACT_ACT000346,ACT000346,John Knight Memorial Park,PARK,COMMUNITY FACILITY,CULTURE,-35.23646,149.07511,ACT,2025-12-09,POINT (149.07511 -35.23646),gazetted
ACT_ACT000348,ACT000348,Justice Robert Hope Park,PARK,COMMUNITY FACILITY,CULTURE,-35.23524,149.16367,ACT,2025-12-09,POINT (149.16367 -35.23524),gazetted
ACT_ACT000357,ACT000357,Kevin Godkin Park,PARK,COMMUNITY FACILITY,CULTURE,-35.20671,149.15073,ACT,2025-12-09,POINT (149.15073 -35.20671),gazetted
ACT_ACT000358,ACT000358,Kings Park,PARK,COMMUNITY FACILITY,CULTURE,-35.30043,149.14326,ACT,2025-12-09,POINT (149.14326 -35.30043),gazetted
ACT_ACT000374,ACT000374,Latin American Plaza,PARK,COMMUNITY FACILITY,CULTURE,-35.27711,149.12593,ACT,2025-12-09,POINT (149.12593 -35.27711),gazetted
ACT_ACT000375,ACT000375,Latrobe Park,PARK,COMMUNITY FACILITY,CULTURE,-35.31793,149.11197,ACT,2025-12-09,POINT (149.11197 -35.31793),gazetted
ACT_ACT000381,ACT000381,Legacy Park,PARK,COMMUNITY FACILITY,CULTURE,-35.28901,149.14948,ACT,2025-12-09,POINT (149.14948 -35.28901),gazetted
ACT_ACT000399,ACT000399,Lyall Gillespie Corridor,PARK,COMMUNITY FACILITY,CULTURE,-35.17209,149.14688,ACT,2025-12-09,POINT (149.14688 -35.17209),gazetted
ACT_ACT000411,ACT000411,Manuka Park,PARK,COMMUNITY FACILITY,CULTURE,-35.31834,149.13477,ACT,2025-12-09,POINT (149.13477 -35.31834),gazetted
ACT_ACT000412,ACT000412,Margaret Timpson Park,PARK,COMMUNITY FACILITY,CULTURE,-35.2381,149.06817,ACT,2025-12-09,POINT (149.06817 -35.2381),gazetted
ACT_ACT000481,ACT000481,Mullion Park,PARK,COMMUNITY FACILITY,CULTURE,-35.19879,149.15867,ACT,2025-12-09,POINT (149.15867 -35.19879),gazetted
ACT_ACT000497,ACT000497,Narrabundah Hall Park,PARK,COMMUNITY FACILITY,CULTURE,-35.33549,149.1592,ACT,2025-12-09,POINT (149.1592 -35.33549),gazetted
ACT_ACT000500,ACT000500,Navigators Park,PARK,COMMUNITY FACILITY,CULTURE,-35.34005,149.13211,ACT,2025-12-09,POINT (149.13211 -35.34005),gazetted
ACT_ACT000512,ACT000512,Norgrove Park,PARK,COMMUNITY FACILITY,CULTURE,-35.31532,149.14719,ACT,2025-12-09,POINT (149.14719 -35.31532),gazetted
ACT_ACT000542,ACT000542,Pat Rubly Park,PARK,COMMUNITY FACILITY,CULTURE,-35.26503,149.06915,ACT,2025-12-09,POINT (149.06915 -35.26503),gazetted
ACT_ACT000543,ACT000543,Peace Park,PARK,COMMUNITY FACILITY,CULTURE,-35.29844,149.13454,ACT,2025-12-09,POINT (149.13454 -35.29844),gazetted
ACT_ACT000566,ACT000566,Queen Anne Park,PARK,COMMUNITY FACILITY,CULTURE,-35.3258,149.08225,ACT,2025-12-09,POINT (149.08225 -35.3258),gazetted
ACT_ACT000574,ACT000574,Reid Park,PARK,COMMUNITY FACILITY,CULTURE,-35.28094,149.14524,ACT,2025-12-09,POINT (149.14524 -35.28094),gazetted
ACT_ACT000592,ACT000592,Rocky Knob Park,PARK,COMMUNITY FACILITY,CULTURE,-35.33625,149.13918,ACT,2025-12-09,POINT (149.13918 -35.33625),gazetted
ACT_ACT000595,ACT000595,Rosalie Gascoigne Park,PARK,COMMUNITY FACILITY,CULTURE,-35.36341,149.0765,ACT,2025-12-09,POINT (149.0765 -35.36341),gazetted
ACT_ACT000600,ACT000600,RSL Park,PARK,COMMUNITY FACILITY,CULTURE,-35.29177,149.14749,ACT,2025-12-09,POINT (149.14749 -35.29177),gazetted
ACT_ACT000601,ACT000601,Rugby League Park,PARK,COMMUNITY FACILITY,CULTURE,-35.27489,149.13521,ACT,2025-12-09,POINT (149.13521 -35.27489),gazetted
ACT_ACT000640,ACT000640,Stirling Park,PARK,COMMUNITY FACILITY,CULTURE,-35.29867,149.10777,ACT,2025-12-09,POINT (149.10777 -35.29867),gazetted
ACT_ACT000665,ACT000665,Telopea Park,PARK,COMMUNITY FACILITY,CULTURE,-35.31306,149.13917,ACT,2025-12-09,POINT (149.13917 -35.31306),gazetted
ACT_ACT000668,ACT000668,The Boslem And Harte Park,PARK,COMMUNITY FACILITY,CULTURE,-35.20345,149.03423,ACT,2025-12-09,POINT (149.03423 -35.20345),gazetted
ACT_ACT000688,ACT000688,Trevor Kaine Community Park,PARK,COMMUNITY FACILITY,CULTURE,-35.42642,149.07169,ACT,2025-12-09,POINT (149.07169 -35.42642),gazetted
ACT_ACT000693,ACT000693,Tuggeranong Town Park,PARK,COMMUNITY FACILITY,CULTURE,-35.41147,149.06514,ACT,2025-12-09,POINT (149.06514 -35.41147),gazetted
ACT_ACT000696,ACT000696,Tyagarah Park,PARK,COMMUNITY FACILITY,CULTURE,-35.35009,149.10541,ACT,2025-12-09,POINT (149.10541 -35.35009),gazetted
ACT_ACT000708,ACT000708,Veterans Park,PARK,COMMUNITY FACILITY,CULTURE,-35.2769,149.13021,ACT,2025-12-09,POINT (149.13021 -35.2769),gazetted
ACT_ACT000709,ACT000709,Victoria Cross Park,PARK,COMMUNITY FACILITY,CULTURE,-35.28467,149.15611,ACT,2025-12-09,POINT (149.15611 -35.28467),gazetted
ACT_ACT000711,ACT000711,Violets Park,PARK,COMMUNITY FACILITY,CULTURE,-35.17618,149.11045,ACT,2025-12-09,POINT (149.11045 -35.17618),gazetted
ACT_ACT000712,ACT000712,Voyager Park,PARK,COMMUNITY FACILITY,CULTURE,-35.33847,149.1346,ACT,2025-12-09,POINT (149.1346 -35.33847),gazetted
ACT_ACT000727,ACT000727,Weston Park,PARK,COMMUNITY FACILITY,CULTURE,-35.2915,149.09074,ACT,2025-12-09,POINT (149.09074 -35.2915),gazetted
ACT_ACT000731,ACT000731,Willem Janszoon Commemorative Park,PARK,COMMUNITY FACILITY,CULTURE,-35.33063,149.13003,ACT,2025-12-09,POINT (149.13003 -35.33063),gazetted
ACT_ACT000736,ACT000736,Woden Town Park,PARK,COMMUNITY FACILITY,CULTURE,-35.34436,149.08859,ACT,2025-12-09,POINT (149.08859 -35.34436),gazetted
ACT_ACT000758,ACT000758,York Park,PARK,COMMUNITY FACILITY,CULTURE,-35.30753,149.13075,ACT,2025-12-09,POINT (149.13075 -35.30753),gazetted
ACT_ACT000759,ACT000759,Yurwang Dhaura,PARK,COMMUNITY FACILITY,CULTURE,-35.20211,149.09971,ACT,2025-12-09,POINT (149.09971 -35.20211),gazetted
ACT_ACT000761,ACT000761,Argus Park,PARK,COMMUNITY FACILITY,CULTURE,-35.32388825,149.0328802,ACT,2025-12-09,POINT (149.03288 -35.323888),gazetted
ACT_ACT000771,ACT000771,Cuthbert Whitley Park,PARK,COMMUNITY FACILITY,CULTURE,-35.15116704,149.1083939,ACT,2025-12-09,POINT (149.108394 -35.151167),gazetted
ACT_ACT000778,ACT000778,Gene Willsford Park,PARK,COMMUNITY FACILITY,CULTURE,-35.15055188,149.10171,ACT,2025-12-09,POINT (149.10171 -35.150552),gazetted
ACT_ACT000779,ACT000779,Glasswing Park,PARK,COMMUNITY FACILITY,CULTURE,-35.31140639,149.0282653,ACT,2025-12-09,POINT (149.028265 -35.311406),gazetted
ACT_ACT000789,ACT000789,Judy Harris Park,PARK,COMMUNITY FACILITY,CULTURE,-35.31313458,149.0332273,ACT,2025-12-09,POINT (149.033227 -35.313135),gazetted
ACT_ACT000797,ACT000797,Namarag,PARK,COMMUNITY FACILITY,CULTURE,-35.28368254,149.0296307,ACT,2025-12-09,POINT (149.029631 -35.283683),gazetted
