NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE,geometry,status
ACT_ACT000810,ACT000810,Paddys Park,PARK,COMMUNITY FACILITY,CULTURE,-35.22774762,148.9939436,ACT,2025-12-09,POINT (148.993944 -35.227748),gazetted
ACT_ACT000821,ACT000821,Throsby Park ,PARK,COMMUNITY FACILITY,CULTURE,-35.32795369,149.1435525,ACT,2025-12-09,POINT (149.143552 -35.327954),gazetted
ACT_ACT000822,ACT000822,Umbagong District Park - Latham,PARK,COMMUNITY FACILITY,CULTURE,-35.21391987,149.024268,ACT,2025-12-09,POINT (149.024268 -35.21392),gazetted
ACT_ACT000046,ACT000046,Bimberi Gap,PASS,LANDFORM,TERRAIN,-35.65549,148.77788,ACT,2025-12-09,POINT (148.77788 -35.65549),gazetted
ACT_ACT000059,ACT000059,Blackfellows Gap,PASS,LANDFORM,TERRAIN,-35.59591,148.782,ACT,2025-12-09,POINT (148.782 -35.59591),gazetted
ACT_ACT000072,ACT000072,Bogong Gap,PASS,LANDFORM,TERRAIN,-35.7172,148.89258,ACT,2025-12-09,POINT (148.89258 -35.7172),gazetted
ACT_ACT000169,ACT000169,Cotter Gap,PASS,LANDFORM,TERRAIN,-35.61536,148.88031,ACT,2025-12-09,POINT (148.88031 -35.61536),gazetted
ACT_ACT000187,ACT000187,Dead Horse Gap,PASS,LANDFORM,TERRAIN,-35.64331,148.77241,ACT,2025-12-09,POINT (148.77241 -35.64331),gazetted
ACT_ACT000193,ACT000193,Devils Gap,PASS,LANDFORM,TERRAIN,-35.46787,148.93648,ACT,2025-12-09,POINT (148.93648 -35.46787),gazetted
ACT_ACT000221,ACT000221,Fishing Gap,PASS,LANDFORM,TERRAIN,-35.48933,148.87321,ACT,2025-12-09,POINT (148.87321 -35.48933),gazetted
ACT_ACT000384,ACT000384,Leura Gap,PASS,LANDFORM,TERRAIN,-35.63303,148.78129,ACT,2025-12-09,POINT (148.78129 -35.63303),gazetted
ACT_ACT000388,ACT000388,Little Bimberi Gap,PASS,LANDFORM,TERRAIN,-35.67207,148.80473,ACT,2025-12-09,POINT (148.80473 -35.67207),gazetted
ACT_ACT000485,ACT000485,Murrays Gap,PASS,LANDFORM,TERRAIN,-35.68236,148.79761,ACT,2025-12-09,POINT (148.79761 -35.68236),gazetted
ACT_ACT000594,ACT000594,Rolling Ground Gap,PASS,LANDFORM,TERRAIN,-35.61292,148.77876,ACT,2025-12-09,POINT (148.77876 -35.61292),gazetted
ACT_ACT000620,ACT000620,Smokers Gap,PASS,LANDFORM,TERRAIN,-35.52059,148.90683,ACT,2025-12-09,POINT (148.90683 -35.52059),gazetted
ACT_ACT000636,ACT000636,Stantons Gap,PASS,LANDFORM,TERRAIN,-35.48178,148.91788,ACT,2025-12-09,POINT (148.91788 -35.48178),gazetted
ACT_ACT000643,ACT000643,Stockyard Gap,PASS,LANDFORM,TERRAIN,-35.5476,148.77273,ACT,2025-12-09,POINT (148.77273 -35.5476),gazetted
ACT_ACT000748,ACT000748,Yaouk Gap,PASS,LANDFORM,TERRAIN,-35.71961,148.82183,ACT,2025-12-09,POINT (148.82183 -35.71961),gazetted
ACT_ACT000164,ACT000164,Coronet Peak,PEAK,LANDFORM,TERRAIN,-35.65194,148.85375,ACT,2025-12-09,POINT (148.85375 -35.65194),gazetted
ACT_ACT000251,ACT000251,Gibraltar Peak,PEAK,LANDFORM,TERRAIN,-35.45878,148.94801,ACT,2025-12-09,POINT (148.94801 -35.45878),gazetted
ACT_ACT000347,ACT000347,Johns Peak,PEAK,LANDFORM,TERRAIN,-35.43255,148.88778,ACT,2025-12-09,POINT (148.88778 -35.43255),gazetted
ACT_ACT000611,ACT000611,Sentry Box Rock,PEAK,LANDFORM,TERRAIN,-35.8179,148.89753,ACT,2025-12-09,POINT (148.89753 -35.8179),gazetted
ACT_ACT000681,ACT000681,Tidbinbilla Peak,PEAK,LANDFORM,TERRAIN,-35.43635,148.88051,ACT,2025-12-09,POINT (148.88051 -35.43635),gazetted
ACT_ACT000003,ACT000003,Acton Peninsula,PENINSULA,LANDFORM,TERRAIN,-35.2934,149.11903,ACT,2025-12-09,POINT (149.11903 -35.2934),gazetted
ACT_ACT000017,ACT000017,Attunga Point,PENINSULA,LANDFORM,TERRAIN,-35.29762,149.11401,ACT,2025-12-09,POINT (149.11401 -35.29762),gazetted
ACT_ACT000054,ACT000054,Black Mountain Peninsula,PENINSULA,LANDFORM,TERRAIN,-35.29166,149.10061,ACT,2025-12-09,POINT (149.10061 -35.29166),gazetted
ACT_ACT000062,ACT000062,Blue Gum Point,PENINSULA,LANDFORM,TERRAIN,-35.29605,149.10664,ACT,2025-12-09,POINT (149.10664 -35.29605),gazetted
ACT_ACT000484,ACT000484,Murrays Corner,PICNIC SITE,COMMUNITY FACILITY,CULTURE,-35.36666,148.95186,ACT,2025-12-09,POINT (148.95186 -35.36666),gazetted
ACT_ACT000499,ACT000499,National Library Jetty,PIER,WATER,TRANSPORT,-35.29542,149.13258,ACT,2025-12-09,POINT (149.13258 -35.29542),gazetted
ACT_ACT000572,ACT000572,Regatta Point Jetty,PIER,WATER,TRANSPORT,-35.29067,149.13333,ACT,2025-12-09,POINT (149.13333 -35.29067),gazetted
ACT_ACT000039,ACT000039,Big Creamy Flats,PLAIN,LANDFORM,TERRAIN,-35.6842,148.89243,ACT,2025-12-09,POINT (148.89243 -35.6842),gazetted
ACT_ACT000056,ACT000056,Black Sallee Flat,PLAIN,LANDFORM,TERRAIN,-35.6281,148.82328,ACT,2025-12-09,POINT (148.82328 -35.6281),gazetted
ACT_ACT000065,ACT000065,Blundells Flat,PLAIN,LANDFORM,TERRAIN,-35.31552,148.83421,ACT,2025-12-09,POINT (148.83421 -35.31552),gazetted
ACT_ACT000088,ACT000088,Brandy Flat,PLAIN,LANDFORM,TERRAIN,-35.71467,149.02026,ACT,2025-12-09,POINT (149.02026 -35.71467),gazetted
ACT_ACT000099,ACT000099,Bullock Head Flats,PLAIN,LANDFORM,TERRAIN,-35.37825,148.8642,ACT,2025-12-09,POINT (148.8642 -35.37825),gazetted
ACT_ACT000108,ACT000108,Bushfold Flats,PLAIN,LANDFORM,TERRAIN,-35.55319,149.02482,ACT,2025-12-09,POINT (149.02482 -35.55319),gazetted
ACT_ACT000138,ACT000138,Cheyenne Flats,PLAIN,LANDFORM,TERRAIN,-35.53482,148.77626,ACT,2025-12-09,POINT (148.77626 -35.53482),gazetted
ACT_ACT000168,ACT000168,Cotter Flats,PLAIN,LANDFORM,TERRAIN,-35.64412,148.83183,ACT,2025-12-09,POINT (148.83183 -35.64412),gazetted
ACT_ACT000175,ACT000175,Cow Flats,PLAIN,LANDFORM,TERRAIN,-35.43736,148.82951,ACT,2025-12-09,POINT (148.82951 -35.43736),gazetted
ACT_ACT000206,ACT000206,Eighty Acres,PLAIN,LANDFORM,TERRAIN,-35.60572,148.86779,ACT,2025-12-09,POINT (148.86779 -35.60572),gazetted
ACT_ACT000209,ACT000209,Emu Flat,PLAIN,LANDFORM,TERRAIN,-35.55747,148.93368,ACT,2025-12-09,POINT (148.93368 -35.55747),gazetted
ACT_ACT000236,ACT000236,Freddys Flat,PLAIN,LANDFORM,TERRAIN,-35.61105,148.82147,ACT,2025-12-09,POINT (148.82147 -35.61105),gazetted
ACT_ACT000240,ACT000240,Gallipoli Flats,PLAIN,LANDFORM,TERRAIN,-35.58771,148.81534,ACT,2025-12-09,POINT (148.81534 -35.58771),gazetted
ACT_ACT000260,ACT000260,Ginini Flats,PLAIN,LANDFORM,TERRAIN,-35.51898,148.7776,ACT,2025-12-09,POINT (148.7776 -35.51898),gazetted
ACT_ACT000310,ACT000310,Hanging Flat,PLAIN,LANDFORM,TERRAIN,-35.57249,148.80324,ACT,2025-12-09,POINT (148.80324 -35.57249),gazetted
ACT_ACT000334,ACT000334,Isabella Plains,PLAIN,LANDFORM,TERRAIN,-35.41511,149.10121,ACT,2025-12-09,POINT (149.10121 -35.41511),gazetted
ACT_ACT000354,ACT000354,Kangaroo Flats,PLAIN,LANDFORM,TERRAIN,-35.51172,148.89354,ACT,2025-12-09,POINT (148.89354 -35.51172),gazetted
ACT_ACT000390,ACT000390,Little Creamy Flats,PLAIN,LANDFORM,TERRAIN,-35.66749,148.8747,ACT,2025-12-09,POINT (148.8747 -35.66749),gazetted
ACT_ACT000396,ACT000396,Long Flat,PLAIN,LANDFORM,TERRAIN,-35.91511,149.05122,ACT,2025-12-09,POINT (149.05122 -35.91511),gazetted
ACT_ACT000434,ACT000434,Morass Flats,PLAIN,LANDFORM,TERRAIN,-35.53081,148.79017,ACT,2025-12-09,POINT (148.79017 -35.53081),gazetted
ACT_ACT000451,ACT000451,Mount Franklin Flats,PLAIN,LANDFORM,TERRAIN,-35.46511,148.78455,ACT,2025-12-09,POINT (148.78455 -35.46511),gazetted
ACT_ACT000478,ACT000478,Mt Clear Camping Ground,PLAIN,LANDFORM,TERRAIN,-35.86511,149.01788,ACT,2025-12-09,POINT (149.01788 -35.86511),gazetted
ACT_ACT000480,ACT000480,Mulligans Flat,PLAIN,LANDFORM,TERRAIN,-35.16511,149.16787,ACT,2025-12-09,POINT (149.16787 -35.16511),gazetted
ACT_ACT000559,ACT000559,Pond Creek Flats,PLAIN,LANDFORM,TERRAIN,-35.63117,148.85136,ACT,2025-12-09,POINT (148.85136 -35.63117),gazetted
ACT_ACT000587,ACT000587,Rock Flats,PLAIN,LANDFORM,TERRAIN,-35.64024,148.87686,ACT,2025-12-09,POINT (148.87686 -35.64024),gazetted
ACT_ACT000593,ACT000593,Rolleys Flats,PLAIN,LANDFORM,TERRAIN,-35.69544,148.83641,ACT,2025-12-09,POINT (148.83641 -35.69544),gazetted
ACT_ACT000614,ACT000614,Shannons Flat,PLAIN,LANDFORM,TERRAIN,-35.30904,148.85304,ACT,2025-12-09,POINT (148.85304 -35.30904),gazetted
ACT_ACT000619,ACT000619,Smokers Flat,PLAIN,LANDFORM,TERRAIN,-35.5193,148.91405,ACT,2025-12-09,POINT (148.91405 -35.5193),gazetted
ACT_ACT000621,ACT000621,Smokers Yards,PLAIN,LANDFORM,TERRAIN,-35.79844,148.91788,ACT,2025-12-09,POINT (148.91788 -35.79844),gazetted
ACT_ACT000625,ACT000625,Snowy Flats,PLAIN,LANDFORM,TERRAIN,-35.56109,148.78476,ACT,2025-12-09,POINT (148.78476 -35.56109),gazetted
ACT_ACT000655,ACT000655,Swampy Plain,PLAIN,LANDFORM,TERRAIN,-35.75653,148.96425,ACT,2025-12-09,POINT (148.96425 -35.75653),gazetted
ACT_ACT000685,ACT000685,Top Flats,PLAIN,LANDFORM,TERRAIN,-35.73178,148.85122,ACT,2025-12-09,POINT (148.85122 -35.73178),gazetted
ACT_ACT000698,ACT000698,Upper Cotter Flats,PLAIN,LANDFORM,TERRAIN,-35.67742,148.83704,ACT,2025-12-09,POINT (148.83704 -35.67742),gazetted
ACT_ACT000729,ACT000729,White Horse Flat,PLAIN,LANDFORM,TERRAIN,-35.50539,148.95907,ACT,2025-12-09,POINT (148.95907 -35.50539),gazetted
ACT_ACT000776,ACT000776,Fairbairn Pine Forest,PLANTATION,AGRICULTURE,CULTURE,-35.31543899,149.2177746,ACT,2025-12-09,POINT (149.217775 -35.315439),gazetted
ACT_ACT000793,ACT000793,Lindsay Pryor Arboretum,PLANTATION,AGRICULTURE,CULTURE,-35.29451661,149.080961,ACT,2025-12-09,POINT (149.080961 -35.294517),gazetted
ACT_ACT000213,ACT000213,Fadden Pines,PLANTATION,AGRICULTURE,CULTURE,-35.41511,149.11787,ACT,2025-12-09,POINT (149.11787 -35.41511),gazetted
ACT_ACT000249,ACT000249,Gibraltar Creek Pine Forest,PLANTATION,AGRICULTURE,CULTURE,-35.49666,148.94021,ACT,2025-12-09,POINT (148.94021 -35.49666),gazetted
ACT_ACT000351,ACT000351,Kambah Lane Pine Forest,PLANTATION,AGRICULTURE,CULTURE,-35.41511,149.11787,ACT,2025-12-09,POINT (149.11787 -35.41511),gazetted
ACT_ACT000362,ACT000362,Kowen Pine Forest,PLANTATION,AGRICULTURE,CULTURE,-35.31124,149.27341,ACT,2025-12-09,POINT (149.27341 -35.31124),gazetted
ACT_ACT000682,ACT000682,Tidbinbilla Pine Forest,PLANTATION,AGRICULTURE,CULTURE,-35.43648,148.91234,ACT,2025-12-09,POINT (148.91234 -35.43648),gazetted
ACT_ACT000692,ACT000692,Tuggeranong Pine Forest,PLANTATION,AGRICULTURE,CULTURE,-35.43178,149.13454,ACT,2025-12-09,POINT (149.13454 -35.43178),gazetted
ACT_ACT000091,ACT000091,Bristol Point,POINT,LANDFORM,TERRAIN,-35.13333,150.73333,ACT,2025-12-09,POINT (150.73333 -35.13333),gazetted
ACT_ACT000127,ACT000127,Captains Point,POINT,LANDFORM,TERRAIN,-35.12175,150.70929,ACT,2025-12-09,POINT (150.70929 -35.12175),gazetted
ACT_ACT000281,ACT000281,Governor Head,POINT,LANDFORM,TERRAIN,-35.12451,150.76471,ACT,2025-12-09,POINT (150.76471 -35.12451),gazetted
ACT_ACT000363,ACT000363,Kurrajong Point,POINT,LANDFORM,TERRAIN,-35.28733,149.09572,ACT,2025-12-09,POINT (149.09572 -35.28733),gazetted
ACT_ACT000617,ACT000617,Shelleys Point,POINT,LANDFORM,TERRAIN,-35.17629,150.68968,ACT,2025-12-09,POINT (150.68968 -35.17629),gazetted
ACT_ACT000626,ACT000626,Soroptimist Point,POINT,LANDFORM,TERRAIN,-35.1761,149.13345,ACT,2025-12-09,POINT (149.13345 -35.1761),gazetted
ACT_ACT000635,ACT000635,St Georges Head,POINT,LANDFORM,TERRAIN,-35.19601,150.69978,ACT,2025-12-09,POINT (150.69978 -35.19601),gazetted
ACT_ACT000825,ACT000825,ACT Water Police,POLICE STATION,EMERGENCY,SOCIETY,-35.29883441,149.0997541,ACT,2025-12-09,POINT (149.099754 -35.298834),gazetted
ACT_ACT000826,ACT000826,AFP Headquarters,POLICE STATION,EMERGENCY,SOCIETY,-35.30476732,149.1355601,ACT,2025-12-09,POINT (149.13556 -35.304767),gazetted
ACT_ACT000836,ACT000836,Australian Federal Police College,POLICE STATION,EMERGENCY,SOCIETY,-35.30993897,149.137604,ACT,2025-12-09,POINT (149.137604 -35.309939),gazetted
ACT_ACT000838,ACT000838,Belconnen Police Station,POLICE STATION,EMERGENCY,SOCIETY,-35.24418176,149.066833,ACT,2025-12-09,POINT (149.066833 -35.244182),gazetted
ACT_ACT000874,ACT000874,City Police Station,POLICE STATION,EMERGENCY,SOCIETY,-35.28088699,149.126224,ACT,2025-12-09,POINT (149.126224 -35.280887),gazetted
ACT_ACT000922,ACT000922,Gungahlin Police Station,POLICE STATION,EMERGENCY,SOCIETY,-35.18287979,149.1326157,ACT,2025-12-09,POINT (149.132616 -35.18288),gazetted
ACT_ACT000995,ACT000995,Police Security Compound,POLICE STATION,EMERGENCY,SOCIETY,-35.32801397,149.175034,ACT,2025-12-09,POINT (149.175034 -35.328014),gazetted
ACT_ACT000996,ACT000996,Police Services Centre,POLICE STATION,EMERGENCY,SOCIETY,-35.32869103,149.056006,ACT,2025-12-09,POINT (149.056006 -35.328691),gazetted
ACT_ACT001042,ACT001042,Tuggeranong Police Station,POLICE STATION,EMERGENCY,SOCIETY,-35.41851004,149.070081,ACT,2025-12-09,POINT (149.070081 -35.41851),gazetted
ACT_ACT001056,ACT001056,Woden Police Station,POLICE STATION,EMERGENCY,SOCIETY,-35.34534142,149.0886605,ACT,2025-12-09,POINT (149.08866 -35.345341),gazetted
ACT_ACT000118,ACT000118,Canberra,POPULATION CENTRE,POPULATED PLACE,ADMINISTRATION,-35.29844,149.13454,ACT,2025-12-09,POINT (149.13454 -35.29844),gazetted
ACT_ACT000514,ACT000514,North Canberra,POPULATION CENTRE,POPULATED PLACE,ADMINISTRATION,-35.26511,149.1512,ACT,2025-12-09,POINT (149.1512 -35.26511),gazetted
ACT_ACT000628,ACT000628,South Canberra,POPULATION CENTRE,POPULATED PLACE,ADMINISTRATION,-35.33178,149.13454,ACT,2025-12-09,POINT (149.13454 -35.33178),gazetted
ACT_ACT000732,ACT000732,Williamsdale,POPULATION CENTRE,POPULATED PLACE,ADMINISTRATION,-35.57059,149.1349,ACT,2025-12-09,POINT (149.1349 -35.57059),gazetted
ACT_ACT000743,ACT000743,Wreck Bay Aboriginal Land,POPULATION CENTRE,POPULATED PLACE,ADMINISTRATION,-35.16274,150.69065,ACT,2025-12-09,POINT (150.69065 -35.16274),gazetted
ACT_ACT000839,ACT000839,Black Mountain School,PRIMARY AND SECONDARY SCHOOL,EDUCATION,SOCIETY,-35.26464259,149.1123359,ACT,2025-12-09,POINT (149.112336 -35.264643),gazetted
ACT_ACT000846,ACT000846,Burgmann Anglican School Valley Campus,PRIMARY AND SECONDARY SCHOOL,EDUCATION,SOCIETY,-35.18826442,149.123184,ACT,2025-12-09,POINT (149.123184 -35.188264),gazetted
ACT_ACT000861,ACT000861,Canberra Montessori School ,PRIMARY AND SECONDARY SCHOOL,EDUCATION,SOCIETY,-35.33200236,149.0506703,ACT,2025-12-09,POINT (149.05067 -35.332002),gazetted
ACT_ACT000877,ACT000877,Covenant Christian School,PRIMARY AND SECONDARY SCHOOL,EDUCATION,SOCIETY,-35.44022058,149.0896661,ACT,2025-12-09,POINT (149.089666 -35.440221),gazetted
ACT_ACT000888,ACT000888,Emmaus Christian School,PRIMARY AND SECONDARY SCHOOL,EDUCATION,SOCIETY,-35.25350259,149.143027,ACT,2025-12-09,POINT (149.143027 -35.253503),gazetted
ACT_ACT000937,ACT000937,Islamic School of Canberra,PRIMARY AND SECONDARY SCHOOL,EDUCATION,SOCIETY,-35.32996028,149.0592406,ACT,2025-12-09,POINT (149.059241 -35.32996),gazetted
ACT_ACT000991,ACT000991,Orana Steiner School,PRIMARY AND SECONDARY SCHOOL,EDUCATION,SOCIETY,-35.32618573,149.0578743,ACT,2025-12-09,POINT (149.057874 -35.326186),gazetted
ACT_ACT001041,ACT001041,Trinity Christian School,PRIMARY AND SECONDARY SCHOOL,EDUCATION,SOCIETY,-35.4079376,149.0865314,ACT,2025-12-09,POINT (149.086531 -35.407938),gazetted
ACT_ACT000828,ACT000828,Ainslie School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.27367417,149.1397771,ACT,2025-12-09,POINT (149.139777 -35.273674),gazetted
ACT_ACT000832,ACT000832,Amaroo School P-6,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.16501926,149.128574,ACT,2025-12-09,POINT (149.128574 -35.165019),gazetted
ACT_ACT000834,ACT000834,Aranda Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.25534054,149.0803315,ACT,2025-12-09,POINT (149.080332 -35.255341),gazetted
ACT_ACT000835,ACT000835,Arawang Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.35472761,149.059176,ACT,2025-12-09,POINT (149.059176 -35.354728),gazetted
ACT_ACT000840,ACT000840,Blue Gum Community School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.25042415,149.1628284,ACT,2025-12-09,POINT (149.162828 -35.250424),gazetted
ACT_ACT000842,ACT000842,Bonython Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.43073888,149.0825667,ACT,2025-12-09,POINT (149.082567 -35.430739),gazetted
ACT_ACT000849,ACT000849,Calwell Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.43862295,149.1085562,ACT,2025-12-09,POINT (149.108556 -35.438623),gazetted
ACT_ACT000852,ACT000852,Campbell Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.29011671,149.155998,ACT,2025-12-09,POINT (149.155998 -35.290117),gazetted
ACT_ACT000853,ACT000853,Canberra Christian School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.35654492,149.098007,ACT,2025-12-09,POINT (149.098007 -35.356545),gazetted
ACT_ACT000863,ACT000863,Caroline Chisholm School P-6,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.41978637,149.1224456,ACT,2025-12-09,POINT (149.122446 -35.419786),gazetted
ACT_ACT000865,ACT000865,Chapman Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.35652889,149.0427706,ACT,2025-12-09,POINT (149.042771 -35.356529),gazetted
ACT_ACT000867,ACT000867,Charles Conder Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.46468387,149.0983353,ACT,2025-12-09,POINT (149.098335 -35.464684),gazetted
ACT_ACT000869,ACT000869,Charles Weston School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.31972773,149.0411869,ACT,2025-12-09,POINT (149.041187 -35.319728),gazetted
ACT_ACT000871,ACT000871,Charnwood-Dunlop School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.19868906,149.0362377,ACT,2025-12-09,POINT (149.036238 -35.198689),gazetted
ACT_ACT000878,ACT000878,Cranleigh School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.22512294,149.0288199,ACT,2025-12-09,POINT (149.02882 -35.225123),gazetted
ACT_ACT000880,ACT000880,Curtin Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.3313167,149.0797769,ACT,2025-12-09,POINT (149.079777 -35.331317),gazetted
ACT_ACT000887,ACT000887,Duffy Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.33516221,149.0324782,ACT,2025-12-09,POINT (149.032478 -35.335162),gazetted
ACT_ACT000891,ACT000891,Evatt Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.20699206,149.0757033,ACT,2025-12-09,POINT (149.075703 -35.206992),gazetted
ACT_ACT000894,ACT000894,Evelyn Scott School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.30696172,149.0275762,ACT,2025-12-09,POINT (149.027576 -35.306962),gazetted
ACT_ACT000896,ACT000896,Fadden Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.40378501,149.1181814,ACT,2025-12-09,POINT (149.118181 -35.403785),gazetted
ACT_ACT000898,ACT000898,Farrer Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.37860258,149.1073066,ACT,2025-12-09,POINT (149.107307 -35.378603),gazetted
ACT_ACT000900,ACT000900,Florey Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.22634244,149.052886,ACT,2025-12-09,POINT (149.052886 -35.226342),gazetted
ACT_ACT000902,ACT000902,Forrest Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.31452066,149.125721,ACT,2025-12-09,POINT (149.125721 -35.314521),gazetted
ACT_ACT000904,ACT000904,Franklin School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.19626591,149.1453662,ACT,2025-12-09,POINT (149.145366 -35.196266),gazetted
ACT_ACT000906,ACT000906,Fraser Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.19198513,149.0431388,ACT,2025-12-09,POINT (149.043139 -35.191985),gazetted
ACT_ACT000908,ACT000908,Garran Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.34390861,149.1030592,ACT,2025-12-09,POINT (149.103059 -35.343909),gazetted
ACT_ACT000910,ACT000910,Gilmore Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.41908293,149.1351291,ACT,2025-12-09,POINT (149.135129 -35.419083),gazetted
ACT_ACT000912,ACT000912,Giralang Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.21371927,149.0948852,ACT,2025-12-09,POINT (149.094885 -35.213719),gazetted
ACT_ACT000914,ACT000914,Gold Creek School P-6,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.18129193,149.1005967,ACT,2025-12-09,POINT (149.100597 -35.181292),gazetted
ACT_ACT000915,ACT000915,Good Shepherd Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.16527884,149.1256022,ACT,2025-12-09,POINT (149.125602 -35.165279),gazetted
ACT_ACT000917,ACT000917,Gordon Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.45644802,149.0866454,ACT,2025-12-09,POINT (149.086645 -35.456448),gazetted
ACT_ACT000919,ACT000919,Gowrie Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.41324171,149.1107844,ACT,2025-12-09,POINT (149.110784 -35.413242),gazetted
ACT_ACT000927,ACT000927,Harrison School P-6,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.19921825,149.1517567,ACT,2025-12-09,POINT (149.151757 -35.199218),gazetted
ACT_ACT000930,ACT000930,Hawker Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.2498977,149.0347171,ACT,2025-12-09,POINT (149.034717 -35.249898),gazetted
ACT_ACT000931,ACT000931,Holy Family Parish Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.41070701,149.1160423,ACT,2025-12-09,POINT (149.116042 -35.410707),gazetted
ACT_ACT000932,ACT000932,Holy Spirit Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.18044381,149.1011263,ACT,2025-12-09,POINT (149.101126 -35.180444),gazetted
ACT_ACT000933,ACT000933,Holy Trinity Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.32800827,149.0815652,ACT,2025-12-09,POINT (149.081565 -35.328008),gazetted
ACT_ACT000935,ACT000935,Hughes Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.33152296,149.0928909,ACT,2025-12-09,POINT (149.092891 -35.331523),gazetted
ACT_ACT000940,ACT000940,Kaleen Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.22437899,149.1132716,ACT,2025-12-09,POINT (149.113272 -35.224379),gazetted
ACT_ACT000943,ACT000943,Kingsford Smith School P-6,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.22785704,149.0209379,ACT,2025-12-09,POINT (149.020938 -35.227857),gazetted
ACT_ACT000947,ACT000947,Latham Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.21981598,149.034552,ACT,2025-12-09,POINT (149.034552 -35.219816),gazetted
ACT_ACT000950,ACT000950,Lyneham Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.251471,149.1256612,ACT,2025-12-09,POINT (149.125661 -35.251471),gazetted
ACT_ACT000953,ACT000953,Macgregor Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.21264399,149.012112,ACT,2025-12-09,POINT (149.012112 -35.212644),gazetted
ACT_ACT000955,ACT000955,Macquarie Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.25135731,149.059921,ACT,2025-12-09,POINT (149.059921 -35.251357),gazetted
ACT_ACT000956,ACT000956,Majura Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.23839432,149.1546222,ACT,2025-12-09,POINT (149.154622 -35.238394),gazetted
ACT_ACT000957,ACT000957,Malkara School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.33839729,149.0942907,ACT,2025-12-09,POINT (149.094291 -35.338397),gazetted
ACT_ACT000959,ACT000959,Margaret Hendry School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.1508877,149.109203,ACT,2025-12-09,POINT (149.109203 -35.150888),gazetted
ACT_ACT000961,ACT000961,Maribyrnong Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.23465626,149.1033346,ACT,2025-12-09,POINT (149.103335 -35.234656),gazetted
ACT_ACT000964,ACT000964,Mawson Primary School,PRIMARY SCHOOL,EDUCATION,SOCIETY,-35.35850627,149.097765,ACT,2025-12-09,POINT (149.097765 -35.358506),gazetted
